연번,시도,시군구,읍면동,주    소,전화번호,실제_기관명_전화_AI,D열과의 매핑여부,팩스번호,실제_기관명_팩스_AI,I열과의 매핑여부,팩스전송결과(250711),팩스전송_성공여부,우선순위_케이스,Phase0_성공여부,Phase0_전화매칭,Phase0_팩스매칭,Phase0_신뢰도,전화_매칭_유형,팩스_매칭_유형,최종_결과,오류_메시지
123,서울,성북구,길음제2동주민센터,서울특별시 성북구 삼양로2길 70,02-2241-5440,02-2241-5440은 서울 성북구 길음1동 주민센터의 전화번호입니다,,02-927-9509,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
124,서울,성북구,종암동주민센터,서울특별시 성북구 종암로 98-8,02-2241-5520,02-2241-5520은 서울 성북구 종암동 주민센터의 전화번호입니다,,02-6442-6925,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
127,서울,성북구,장위제1동주민센터,서울특별시 성북구 장위로 61,02-2241-5640,,,02-927-9509,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
128,서울,성북구,장위제2동주민센터,서울특별시 성북구 돌곶이로27길 12,02-2241-5680,02-2241-5680은 서울 성북구 장위2동 주민센터의 전화번호입니다,,02-927-9509,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
129,서울,성북구,장위제3동주민센터,서울특별시 성북구 한천로 657,02-2241-3114,,,02-927-9509,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
131,서울,강북구,삼양동주민센터,서울특별시 강북구 솔매로 69,02-3778-4002,02-3778-4002은 서울 강북구 삼양동 주민센터의 전화번호입니다,,02-945-1307,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
132,서울,강북구,미아동주민센터,서울특별시 강북구 솔매로49길 14,02-901-2024,,,02-6969-9333,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
133,서울,강북구,송중동주민센터,서울특별시 강북구 오패산로 162,02-901-5925,,,02-3778-4049,02-3778-4049은 서울 강북구 삼양동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
134,서울,강북구,송천동주민센터,서울특별시 강북구 솔샘로 284,02-3778-4152,02-3778-4152은 서울 강북구 송천동 주민센터의 전화번호입니다,,02-3778-4199,02-3778-4199은 서울 강북구 송천동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
135,서울,강북구,삼각산동주민센터,서울특별시 강북구 삼양로19길 34,02-3778-4222,,,02-3396-8967,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
136,서울,강북구,번1동주민센터,서울특별시 강북구 덕릉로41길 74,02-2286-7281,02-2286-7281은 서울 성동구 행당제1동 주민센터의 전화번호입니다,,02-3423-8950,02-3423-8950은 서울 강남구 역삼1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
137,서울,강북구,번2동주민센터,서울특별시 강북구 한천로 897,02-2286-7441,02-2286-7441은 서울 성동구 성수1가제2동 주민센터의 전화번호입니다,,02-3778-4349,02-3778-4349은 서울 강북구 번2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
138,서울,강북구,번3동주민센터,서울특별시 강북구 한천로105길 21,02-3778-4352,02-3778-4352은 서울 강북구 번3동 주민센터의 전화번호입니다,,02-2670-3002,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
143,서울,강북구,인수동주민센터,서울특별시 강북구 인수봉로 255,02-901-5925,,,02-6969-9333,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
144,서울,도봉구,쌍문제1동 주민센터,서울특별시 도봉구 노해로 147 ,02-2091-5881,,,02-2091-6370,02-2091-6370은 서울 도봉구 쌍문1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
149,서울,도봉구,방학제2동 주민센터,서울특별시 도봉구 시루봉로 226,051-605-4921,051-605-4921은 부산 북구 개금2동 주민센터의 전화번호입니다,,051-605-4950,051-605-4950은 부산 북구 개금1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
151,서울,도봉구,창제1동 주민센터,서울특별시 도봉구 해등로 46,051-310-3201,,,051-310-3209,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
152,서울,도봉구,창제2동 주민센터,서울특별시 도봉구 덕릉로59길 73-3,053-661-3301,053-661-3301은 대구 중구 동인동 주민센터의 전화번호입니다,,053-757-5788,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
162,서울,노원구,공릉2동주민센터,서울특별시 노원구 노원로1길 68,,,,053-661-2569,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
169,서울,노원구,상계1동주민센터,서울특별시 노원구 동일로 1697,053-662-3317,053-662-3317은 대구 동구 안심1동 주민센터의 전화번호입니다,,053-662-3367,053-662-3367은 대구 동구 안심1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
187,서울,은평구,역촌동주민센터,서울특별시 은평구 연서로 59,053-424-0004,,,053-426-6644,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
198,서울,서대문구,홍제제1동주민센터,서울특별시 서대문구 통일로 435-1,053-666-3312,,,053-757-5788,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
201,서울,서대문구,홍은제1동주민센터,서울특별시 서대문구 홍은중앙로 85,053-666-3322,053-666-3322은 대구 수성구 고산2동 주민센터의 전화번호입니다,,053-668-3030,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
202,서울,서대문구,홍은제2동주민센터,서울특별시 서대문구 모래내로 334,053-667-4111,,,053-551-2100,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
203,서울,서대문구,남가좌제1동주민센터,서울특별시 서대문구 모래내로15길 37,053-667-4141,053-667-4141은 대구 달서구 본리동 주민센터의 전화번호입니다,,053-667-4809,053-667-4809은 대구 달서구 본동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
204,서울,서대문구,남가좌제2동주민센터,서울특별시 서대문구 증가로10길 28,,,,053-667-4258,053-667-4258은 대구 달서구 장기동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
205,서울,서대문구,북가좌제1동주민센터,서울특별시 서대문구 수색로 100-55,053-667-4261,053-667-4261은 대구 달서구 용산1동 주민센터의 전화번호입니다,,053-667-4289,053-667-4289은 대구 달서구 용산1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
206,서울,서대문구,북가좌제2동주민센터,서울특별시 서대문구 응암로1길 10,053-667-4324,,,053-667-4348,053-667-4348은 대구 달서구 이곡1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
207,서울,마포구,공덕동주민센터,서울특별시 마포구 만리재옛길 84 ,053-667-4351,053-667-4351은 대구 달서구 이곡2동 주민센터의 전화번호입니다,,053-667-4379,053-667-4379은 대구 달서구 이곡2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
208,서울,마포구,아현동주민센터,서울특별시 마포구 마포대로7길 18 ,053-667-4381,053-667-4381은 대구 달서구 신당동 주민센터의 전화번호입니다,,053-667-4409,053-667-4409은 대구 달서구 신당동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
209,서울,마포구,도화동주민센터,서울특별시 마포구 도화길 37 ,053-667-4411,053-667-4411은 대구 달서구 월성1동 주민센터의 전화번호입니다,,053-667-4439,053-667-4439은 대구 달서구 월성1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
210,서울,마포구,용강동주민센터,서울특별시 마포구 토정로31길 31 ,053-667-3316,,,053-667-4469,053-667-4469은 대구 달서구 월성2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
211,서울,마포구,대흥동주민센터,서울특별시 마포구 신촌로26길 10 ,053-667-4471,053-667-4471은 대구 달서구 진천동 주민센터의 전화번호입니다,,053-667-4499,053-667-4499은 대구 달서구 진천동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
212,서울,마포구,염리동주민센터,서울특별시 마포구 숭문길 14 ,053-667-4601,053-667-4601은 대구 달서구 상인1동 주민센터의 전화번호입니다,,053-667-4629,053-667-4629은 대구 달서구 상인1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
213,서울,마포구,신수동주민센터,서울특별시 마포구 독막로 192 ,053-667-4661,053-667-4661은 대구 달서구 상인3동 주민센터의 전화번호입니다,,053-667-4689,053-667-4689은 대구 달서구 상인3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
214,서울,마포구,서강동주민센터,서울특별시 마포구 독막로 165 ,,,,053-667-4719,053-667-4719은 대구 달서구 도원동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
215,서울,마포구,서교동주민센터,서울특별시 마포구 동교로15길 7 ,053-667-4721,053-667-4721은 대구 달서구 송현1동 주민센터의 전화번호입니다,,053-667-4748,053-667-4748은 대구 달서구 송현1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
216,서울,마포구,합정동주민센터,서울특별시 마포구 월드컵로5길 11 ,053-667-4751,053-667-4751은 대구 달서구 송현2동 주민센터의 전화번호입니다,,053-667-4779,053-667-4779은 대구 달서구 송현2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
217,서울,마포구,망원제1동주민센터,서울특별시 마포구 포은로6길 10 ,,,,053-667-4139,053-667-4139은 대구 달서구 두류3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
218,서울,마포구,망원제2동주민센터,서울특별시 마포구 방울내로7길 11 ,053-605-9510,,,053-611-3001,053-611-3001은 대구 달성군 논공읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
219,서울,마포구,연남동주민센터,서울특별시 마포구 성미산로29길 17-9 ,053-668-5611,053-668-5611은 대구 달성군 하빈면 주민센터의 전화번호입니다,,053-282-7893,053-282-7893은 대구 달성군 하빈면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
222,서울,마포구,상암동주민센터,서울특별시 마포구 매봉산로2길 16 ,053-668-3702,,,053-757-5788,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
223,서울,양천구,목1동주민센터,서울특별시 양천구 목동서로 192,,,,053-757-5788,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
226,서울,양천구,목4동주민센터,서울특별시 양천구 목동중앙로 25,053-757-5700,,,053-757-5788,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
227,서울,양천구,목5동주민센터,서울특별시 양천구 목동서로 41,053-757-5700,,,053-757-5788,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
229,서울,양천구,신월2동주민센터,서울특별시 양천구 중앙로53길 47,062-608-3535,,,062-223-6222,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
230,서울,양천구,신월3동주민센터,서울특별시 양천구 남부순환로54길 5,062-608-3622,,,062-607-4549,062-607-4549은 광주 남구 방림1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
231,서울,양천구,신월4동주민센터,서울특별시 양천구 오목로5길 34,,,,062-608-3769,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
232,서울,양천구,신월5동주민센터,서울특별시 양천구 화곡로4길 10,062-608-3800,062-608-3800은 광주 동구 학운동 주민센터의 전화번호입니다,,062-960-3758,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
233,서울,양천구,신월6동주민센터,서울특별시 양천구 남부순환로83길 53,062-350-4244,,,062-360-7600,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
234,서울,양천구,신월7동주민센터,서울특별시 양천구 지양로14길 17,062-350-4423,062-350-4423은 광주 서구 화정3동 주민센터의 전화번호입니다,,062-360-7600,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
235,서울,양천구,신정1동주민센터,서울특별시 양천구 중앙로32길 1,062-607-4627,062-607-4627은 광주 남구 사직동 주민센터의 전화번호입니다,,062-654-4971,062-654-4971은 광주 남구 사직동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
240,서울,양천구,신정7동주민센터,서울특별시 양천구 목동동로 37,,,,062-510-1457,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
241,서울,강서구,염창동주민센터,서울특별시 강서구 양천로67가길 63,,,,062-960-3745,062-960-3745은 광주 광산구 신흥동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
242,서울,강서구,등촌제1동주민센터,서울특별시 강서구 공항대로53가길 55,,,,062-607-4699,062-607-4699은 광주 남구 월산4동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
243,서울,강서구,등촌제2동주민센터,서울특별시 강서구 등촌로 143,062-960-6492,,,062-960-8990,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
244,서울,강서구,등촌제3동주민센터,서울특별시 강서구 화곡로63길 96,062-960-7845,,,062-960-8990,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
245,서울,강서구,화곡본동주민센터,서울특별시 강서구 초록마을로5길 29,,,,062-960-8990,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
248,서울,강서구,화곡제3동주민센터,서울특별시 강서구 강서로33가길 17,052-209-4270,052-209-4270은 울산 동구 전하1동 주민센터의 전화번호입니다,,052-209-4279,052-209-4279은 울산 동구 전하1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
