연번,시도,시군구,읍면동,주    소,전화번호,실제 기관명,올바른 전화번호,팩스번호,실제 기관명,올바른 팩스번호,팩스전송결과(250711),,
220,서울,마포구,성산제1동주민센터,서울특별시 마포구 성산로4길 15 ,053-664-2000,,,053-666-3301,,,연결끊김 ,,b
221,서울,마포구,성산제2동주민센터,서울특별시 마포구 월드컵북로30길 22 ,053-757-5700,,,,,,#N/A,,a
222,서울,마포구,상암동주민센터,서울특별시 마포구 매봉산로2길 16 ,053-668-3702,,,053-757-5788,,,성공,,b
223,서울,양천구,목1동주민센터,서울특별시 양천구 목동서로 192,,,,053-757-5788,,,성공,,a
224,서울,양천구,목2동주민센터,서울특별시 양천구 목동중앙본로 120,,,,,,,#N/A,,b
225,서울,양천구,목3동주민센터,서울특별시 양천구 목동중앙남로16나길 55,053-757-5700,,,053-743-5676,,,응답없음,,a
226,서울,양천구,목4동주민센터,서울특별시 양천구 목동중앙로 25,053-757-5700,,,053-757-5788,,,성공,,b
227,서울,양천구,목5동주민센터,서울특별시 양천구 목동서로 41,053-757-5700,,,053-757-5788,,,성공,,a
228,서울,양천구,신월1동주민센터,서울특별시 양천구 곰달래로1길 38,062-608-3655,,,,,,#N/A,,b
229,서울,양천구,신월2동주민센터,서울특별시 양천구 중앙로53길 47,062-608-3535,,,062-223-6222,,,성공,,a
230,서울,양천구,신월3동주민센터,서울특별시 양천구 남부순환로54길 5,062-608-3622,,,062-607-4549,,,성공,,b
231,서울,양천구,신월4동주민센터,서울특별시 양천구 오목로5길 34,,,,062-608-3769,,,성공,,a
232,서울,양천구,신월5동주민센터,서울특별시 양천구 화곡로4길 10,062-608-3800,,,062-960-3758,,,성공,,b
233,서울,양천구,신월6동주민센터,서울특별시 양천구 남부순환로83길 53,062-350-4244,,,062-360-7600,,,성공,,a
234,서울,양천구,신월7동주민센터,서울특별시 양천구 지양로14길 17,062-350-4423,,,062-360-7600,,,성공,,b
235,서울,양천구,신정1동주민센터,서울특별시 양천구 중앙로32길 1,062-607-4627,,,062-654-4971,,,성공,,a
236,서울,양천구,신정2동주민센터,서울특별시 양천구 목동동로 154,,,,,,,#N/A,,b
237,서울,양천구,신정3동주민센터,서울특별시 양천구 중앙로 209,062-410-8743,,,062-410-8743,,,연결끊김 ,,a
238,서울,양천구,신정4동주민센터,서울특별시 양천구 오목로34길 5,,,,062-410-8843,,,연결끊김 ,,b
239,서울,양천구,신정6동주민센터,서울특별시 양천구 목동서로 353,062-410-8853,,,,,,#N/A,,a
240,서울,양천구,신정7동주민센터,서울특별시 양천구 목동동로 37,,,,062-510-1457,,,성공,,b
241,서울,강서구,염창동주민센터,서울특별시 강서구 양천로67가길 63,,,,062-960-3745,,,성공,,a
242,서울,강서구,등촌제1동주민센터,서울특별시 강서구 공항대로53가길 55,,,,062-607-4699,,,성공,,b
243,서울,강서구,등촌제2동주민센터,서울특별시 강서구 등촌로 143,062-960-6492,,,062-960-8990,,,성공,,a
244,서울,강서구,등촌제3동주민센터,서울특별시 강서구 화곡로63길 96,062-960-7845,,,062-960-8990,,,성공,,b
245,서울,강서구,화곡본동주민센터,서울특별시 강서구 초록마을로5길 29,,,,062-960-8990,,,성공,,a
246,서울,강서구,화곡제1동주민센터,서울특별시 강서구 곰달래로 79,042-251-4114,,,042-259-7411,,,연결끊김 ,,b
247,서울,강서구,화곡제2동주민센터,서울특별시 강서구 곰달래로37길 13,052-295-6200,,,052-209-4368,,,연결끊김,,a
248,서울,강서구,화곡제3동주민센터,서울특별시 강서구 강서로33가길 17,052-209-4270,,,052-209-4279,,,성공,,b
249,서울,강서구,화곡제4동주민센터,서울특별시 강서구 곰달래로57가길 26,052-209-4360,,,052-209-4368,,,연결끊김,,a
250,서울,강서구,화곡제6동주민센터,서울특별시 강서구 공항대로46길 105,052-211-5000,,,,,,#N/A,,b
251,서울,강서구,화곡제8동주민센터,서울특별시 강서구 곰달래로25길 45,052-204-0421,,,052-290-4709,,,성공,,a
252,서울,강서구,우장산동주민센터,서울특별시 강서구 우현로 34,044-301-5000,,,044-301-6329,,,성공,,b
253,서울,강서구,가양제1동주민센터,서울특별시 강서구 허준로 30,044-301-5000,,,044-301-6329,,,성공,,a
254,서울,강서구,가양제2동주민센터,서울특별시 강서구 허준로 93,031-228-5611,,,031-369-2529,,,성공,,b
255,서울,강서구,가양제3동주민센터,서울특별시 강서구 허준로 202,031-228-7675,,,031-228-7675,,,연결끊김 ,,a
256,서울,강서구,발산제1동주민센터,서울특별시 강서구 강서로47길 54,031-231-3845,,,031-231-3845,,,라인혼잡,,b
257,서울,강서구,공항동주민센터,서울특별시 강서구 송정로 45,031-228-7608,,,031-369-2041,,,성공,,a
258,서울,강서구,방화제1동주민센터,서울특별시 강서구 방화대로 330,031-228-7649,,,031-760-1438,,,성공,,b
259,서울,강서구,방화제2동주민센터,서울특별시 강서구 개화동로21길 52,031-228-8771,,,031-369-2041,,,성공,,a
260,서울,강서구,방화제3동주민센터,서울특별시 강서구 금낭화로24길 5,031-906-1365,,,031-917-1366,,,성공,,b
261,서울,구로구,신도림동주민센터,서울특별시 구로구 신도림로 40,031-906-1365,,,031-917-1366,,,성공,,a
262,서울,구로구,구로제1동주민센터,서울특별시 구로구 구일로4길 57,,,,031-917-1366,,,성공,,b
263,서울,구로구,구로제2동주민센터,서울특별시 구로구 구로동로 141,,,,031-917-1366,,,성공,,a
264,서울,구로구,구로제3동주민센터,서울특별시 구로구 디지털로31길 109,,,,031-917-1366,,,성공,,b
265,서울,구로구,구로제4동주민센터,서울특별시 구로구 구로동로28길 94,031-909-9000,,,031-917-1366,,,성공,,a
266,서울,구로구,구로제5동주민센터,서울특별시 구로구 구로중앙로28길 66,031-906-1365,,,,,,#N/A,,b
267,서울,구로구,가리봉동주민센터,서울특별시 구로구 우마2길 35,,,,031-917-1366,,,성공,,a
268,서울,구로구,고척제1동주민센터,서울특별시 구로구 중앙로3길 18-8,031-790-6605,,,031-917-1366,,,성공,,b
269,서울,구로구,고척제2동주민센터,서울특별시 구로구 중앙로15길 22,,,,031-917-1366,,,성공,,a
270,서울,구로구,개봉제1동주민센터,서울특별시 구로구 경인로33길 51,031-709-8111,,,031-729-5839,,,성공,,b
271,서울,구로구,개봉제2동주민센터,서울특별시 구로구 개봉로16가길 17,031-729-7890,,,031-729-7889,,,성공,,a
272,서울,구로구,개봉제3동주민센터,서울특별시 구로구 개봉로3길 47-5,031-324-5982,,,,,,#N/A,,b
273,서울,구로구,오류제1동주민센터,서울특별시 구로구 경인로27길 7,031-709-8111,,,031-324-6629,,,연결끊김 ,,a
274,서울,구로구,오류제2동주민센터,서울특별시 구로구 오류로 45,031-324-6741,,,031-324-6749,,,연결끊김 ,,b
275,서울,구로구,수궁동주민센터,서울특별시 구로구 오리로15길 32,031-709-8111,,,,,,#N/A,,a
276,서울,구로구,항동주민센터,서울특별시 구로구 연동로 191-19,031-709-8111,,,,,,#N/A,,b
277,서울,금천구,가산동주민센터,서울특별시 금천구 가산로 129,,,,,,,#N/A,,a
278,서울,금천구,독산제1동주민센터,서울특별시 금천구 시흥대로123길 11 ,,,,,,,#N/A,,b
279,서울,금천구,독산제2동주민센터,서울특별시 금천구 독산로 179,,,,031-790-6632,,,성공,,a
280,서울,금천구,독산제3동주민센터,서울특별시 금천구 독산로 317,031-709-8111,,,,,,#N/A,,b
281,서울,금천구,독산제4동주민센터,서울특별시 금천구 독산로 232 ,,,,031-335-1032,,,성공,,a
282,서울,금천구,시흥제1동주민센터,서울특별시 금천구 시흥대로58길 36,,,,031-324-5942,,,연결끊김 ,,b
283,서울,금천구,시흥제2동주민센터,서울특별시 금천구 금하로 764 ,031-709-8111,,,,,,#N/A,,a
284,서울,금천구,시흥제3동주민센터,서울특별시 금천구 시흥대로18길 40 ,031-790-6114,,,,,,#N/A,,b
285,서울,금천구,시흥제4동주민센터,서울특별시 금천구 독산로36길 14,031-709-8111,,,,,,#N/A,,a
286,서울,금천구,시흥제5동주민센터,서울특별시 금천구 금하로24길 6,031-790-6114,,,,,,#N/A,,b
287,서울,영등포구,영등포본동주민센터,서울특별시 영등포구 신길로61길 17,,,,,,,#N/A,,a
288,서울,영등포구,영등포동주민센터,서울특별시 영등포구 영등포로53길 22,031-709-8111,,,031-790-6399,,,성공,,b
289,서울,영등포구,여의동주민센터,서울특별시 영등포구 국제금융로 124,031-790-6114,,,031-790-6399,,,성공,,a
290,서울,영등포구,당산제1동주민센터,서울특별시 영등포구 양산로23길 11,031-709-8111,,,,,,#N/A,,b
291,서울,영등포구,당산제2동주민센터,서울특별시 영등포구 당산로41가길 7,031-270-9600,,,,,,#N/A,,a
292,서울,영등포구,도림동주민센터,서울특별시 영등포구 도영로7길 10,,,,,,,#N/A,,b
293,서울,영등포구,문래동주민센터,서울특별시 영등포구 문래로 28길 15,031-709-8111,,,,,,#N/A,,a
294,서울,영등포구,양평제1동주민센터,서울특별시 영등포구 영등포로11길 12,031-709-8111,,,,,,#N/A,,b
295,서울,영등포구,양평제2동주민센터,서울특별시 영등포구 선유로47길 30,031-709-8111,,,,,,#N/A,,a
296,서울,영등포구,신길제1동주민센터,서울특별시 영등포구 영등포로84길 24-5,031-709-8111,,,,,,#N/A,,b
297,서울,영등포구,신길제3동주민센터,서울특별시 영등포구 신길로41라길 13-8,,,,,,,#N/A,,a
298,서울,영등포구,신길제4동주민센터,서울특별시 영등포구 신길로42길 1,,,,,,,#N/A,,b
299,서울,영등포구,신길제5동주민센터,서울특별시 영등포구 도림로264,,,,,,,#N/A,,a
300,서울,영등포구,신길제6동주민센터,서울특별시 영등포구 대방천로167,,,,,,,#N/A,,b
301,서울,영등포구,신길제7동주민센터,서울특별시 영등포구 여의대방로43길 10,,,,,,,#N/A,,a
302,서울,영등포구,대림제1동주민센터,서울특별시 영등포구 디지털로 441,,,,,,,#N/A,,b
303,서울,영등포구,대림제2동주민센터,서울특별시 영등포구 대림로 23길25,031-709-8111,,,031-548-1398,,,성공,,a
304,서울,영등포구,대림제3동주민센터,서울특별시 영등포구 가마산로364,031-481-5609,,,031-481-5609,,,연결끊김 ,,b
305,서울,동작구,노량진제1동주민센터,서울특별시 동작구 장승배기로28길30,031-481-5610,,,031-481-6671,,,성공,,a
306,서울,동작구,노량진제2동주민센터,서울특별시 동작구 장승배기로19길48,031-481-6606,,,,,,#N/A,,b
307,서울,동작구,상도제1동주민센터,서울특별시 동작구 상도로53길9,031-481-6613,,,031-481-6613,,,연결끊김 ,,a
308,서울,동작구,상도제2동주민센터,서울특별시 동작구 상도로211,031-590-4932,,,031-590-4892,,,연결끊김 ,,b
309,서울,동작구,상도제3동주민센터,서울특별시 동작구 성대로2길11,031-473-0113,,,,,,#N/A,,a
310,서울,동작구,상도제4동주민센터,서울특별시 동작구 양녕로27길 44,031-441-3821,,,031-427-1773,,,성공,,b
311,서울,동작구,흑석동주민센터,서울특별시 동작구 흑석한강로 11,031-443-0113,,,,,,#N/A,,a
312,서울,동작구,사당제1동주민센터,서울특별시 동작구 동작대로17길28,031-590-2114,,,,,,#N/A,,b
313,서울,동작구,사당제2동주민센터,서울특별시 동작구 동작대로29길52,,,,,,,#N/A,,a
314,서울,동작구,사당제3동주민센터,서울특별시 동작구 사당로17길86,,,,031-760-1438,,,성공,,b
315,서울,동작구,사당제4동주민센터,서울특별시 동작구 사당로16아길6,031-250-3333,,,,,,#N/A,,a
316,서울,동작구,사당제5동주민센터,서울특별시 동작구 사당로2가길219,,,,,,,#N/A,,b
317,서울,동작구,대방동주민센터,서울특별시 동작구 여의대방로44길20,031-709-8111,,,031-369-2791,,,성공,,a
318,서울,동작구,신대방제1동주민센터,서울특별시 동작구 신대방길72,031-369-4620,,,031-760-1438,,,성공,,b
319,서울,동작구,신대방제2동주민센터,서울특별시 동작구 여의대방로24길76,031-369-6903,,,,,,#N/A,,a
320,서울,관악구,보라매동주민센터,서울특별시 관악구 봉천로 279-8 ,031-369-4931,,,,,,#N/A,,b
321,서울,관악구,은천동주민센터,서울특별시 관악구 봉천로33나길 30 ,031-369-4520,,,,,,#N/A,,a
322,서울,관악구,성현동주민센터,서울특별시 관악구 구암길 38 ,031-369-4540,,,,,,#N/A,,b
323,서울,관악구,중앙동주민센터,서울특별시 관악구 양녕로6다길 7 ,031-481-5610,,,031-481-6671,,,성공,,a
324,서울,관악구,청림동주민센터,서울특별시 관악구 관악로 304,031-692-7705,,,,,,#N/A,,b
325,서울,관악구,행운동주민센터,서울특별시 관악구 행운1길 43 ,031-610-4416,,,031-656-1363,,,성공,,a
326,서울,관악구,청룡동주민센터,서울특별시 관악구 쑥고개로 44 ,031-234-5683,,,031-581-3595,,,응답없음,,b
327,서울,관악구,낙성대동주민센터,서울특별시 관악구 낙성대로4가길 5 ,031-650-0200,,,031-233-3010,,,성공,,a
328,서울,관악구,인헌동주민센터,서울특별시 관악구 남부순환로246가길 20 ,031-681-4003,,,,,,#N/A,,b
329,서울,관악구,남현동주민센터,서울특별시 관악구 남현1가길 29 ,031-940-8094,,,031-743-8300,,,성공,,a
330,서울,관악구,신림동주민센터,서울특별시 관악구 신림동길 14 ,,,,031-760-1438,,,성공,,b
331,서울,관악구,신사동주민센터,서울특별시 관악구 조원로 142 ,031-790-5424,,,031-654-5339,,,성공,,a
332,서울,관악구,조원동주민센터,서울특별시 관악구 조원로12길 25 ,031-650-0200,,,,,,#N/A,,b
333,서울,관악구,미성동주민센터,서울특별시 관악구 난곡로 249 ,031-760-2000,,,031-654-5339,,,성공,,a
334,서울,관악구,난곡동주민센터,서울특별시 관악구 난곡로30길 40 ,,,,031-760-1438,,,성공,,b
335,서울,관악구,난향동주민센터,서울특별시 관악구 난곡로 67 ,,,,031-403-0821,,,성공,,a
336,서울,관악구,서원동주민센터,서울특별시 관악구 신림로 282 ,031-870-7478,,,031-828-2119,,,성공,,b
337,서울,관악구,신원동주민센터,서울특별시 관악구 신원로3길 13,031-760-1544,,,031-760-1488,,,성공,,a
338,서울,관악구,서림동주민센터,서울특별시 관악구 신림로29길 6 ,031-720-0522,,,031-380-5400,,,성공,,b
339,서울,관악구,삼성동주민센터,서울특별시 관악구 호암로 589 ,031-709-8111,,,,,,#N/A,,a
340,서울,관악구,대학동주민센터,서울특별시 관악구 신림로 111 ,031-709-8111,,,031-380-5400,,,성공,,b
341,서울,서초구,서초1동주민센터,서울특별시 서초구 사임당로 89 ,031-709-8111,,,031-380-5400,,,성공,,a
342,서울,서초구,서초2동주민센터,서울특별시 서초구 서초대로 70길 51,031-380-5787,,,031-380-5402,,,성공,,b
343,서울,서초구,서초3동주민센터,서울특별시 서초구 반포대로 34 ,031-310-4752,,,031-380-5400,,,성공,,a
344,서울,서초구,서초4동주민센터,서울특별시 서초구 서운로26길 3 ,031-940-8115,,,031-820-7602,,,연결끊김 ,,b
345,서울,서초구,잠원동주민센터,서울특별시 서초구 나루터로 38 ,031-980-5286,,,031-998-8358,,,연결끊김 ,,a
346,서울,서초구,반포본동주민센터,서울특별시 서초구 신반포로 3길 8 ,031-980-5248,,,031-998-4006,,,성공,,b
347,서울,서초구,반포1동주민센터,서울특별시 서초구 사평대로 273 ,031-980-5221,,,031-989-0343,,,성공,,a
348,서울,서초구,반포2동주민센터,서울특별시 서초구 신반포로 127,031-709-8111,,,031-790-6632,,,성공,,b
349,서울,서초구,반포3동주민센터,서울시 서초구 신반포로23길 78,,,,031-790-6632,,,성공,,a
350,서울,서초구,반포4동주민센터,서울특별시 서초구 사평대로28길 70 ,031-709-8111,,,,,,#N/A,,b
351,서울,서초구,방배본동주민센터,서울특별시 서초구 동광로19길 38 ,031-709-8111,,,,,,#N/A,,a
352,서울,서초구,방배1동주민센터,서울특별시 서초구 효령로29길 43 ,031-709-8111,,,031-790-6399,,,성공,,b
353,서울,서초구,방배2동주민센터,서울특별시 서초구 청두곶길 36 ,031-709-8111,,,,,,#N/A,,a
354,서울,서초구,방배3동주민센터,서울특별시 서초구 방배로 40,031-709-8111,,,,,,#N/A,,b
